Wall time,Step,Value
1714985064.9422169,0,0.5071094036102295
1714985115.3827007,1,0.5300083160400391
1714985165.547927,2,0.560537576675415
1714985219.2705312,3,0.5876461267471313
1714985269.366259,4,0.601022481918335
1714985319.803547,5,0.6217141151428223
1714985371.0344107,6,0.6390299201011658
1714985422.3667483,7,0.6582537889480591
1714985511.4422474,8,0.6921353340148926
1714985627.1764367,9,0.7260674238204956
1714985742.3063507,10,0.7673728466033936
1714985857.6804254,11,0.7942900061607361
1714985973.529427,12,0.7533531785011292
1714986088.9032865,13,0.7904189229011536
1714986204.4759855,14,0.8209192156791687
1714986320.6364944,15,0.8212890028953552
1714986436.8294344,16,0.8184769749641418
1714986552.189938,17,0.825477123260498
1714986667.3884778,18,0.8355923891067505
1714986782.5264626,19,0.83580482006073
1714986899.2014961,20,0.8438935279846191
1714987014.963851,21,0.8516008257865906
1714987130.8465497,22,0.8521467447280884
1714987245.6958702,23,0.8615689277648926
1714987360.809594,24,0.8493542671203613
1714987476.5901875,25,0.8618250489234924
1714987591.5797632,26,0.8307435512542725
1714987665.7205236,27,0.8435463905334473
1714987715.8398693,28,0.8493373394012451
1714987777.4534116,29,0.858214259147644
1714987906.9081945,30,0.8566691875457764
1714988026.527224,31,0.8726798892021179
1714988145.8242686,32,0.8764310479164124
1714988264.6181192,33,0.8793076276779175
1714988382.7453191,34,0.8756424784660339
1714988501.6968648,35,0.8806750178337097
1714988621.1160374,36,0.8789379000663757
1714988740.1198955,37,0.879946768283844
1714988858.9666297,38,0.8881698250770569
1714988978.7933364,39,0.8883845210075378
1714989097.6716552,40,0.8901552557945251
1714989216.6451757,41,0.8907959461212158
1714989335.4846985,42,0.8822529315948486
1714989462.5783598,43,0.8889667391777039
1714989598.6800418,44,0.8918678760528564
1714989736.149298,45,0.8976346254348755
1714989874.9814825,46,0.8994951248168945
1714990015.8156383,47,0.8990299105644226
1714990157.8029203,48,0.9032236933708191
1714990301.066674,49,0.9021291136741638
1714990435.6763647,50,0.904382050037384
1714990574.8510022,51,0.9051105976104736
1714990709.064848,52,0.9041767716407776
1714990860.259275,53,0.9086021780967712
1714991001.053612,54,0.909431517124176
1714991139.066489,55,0.9125193953514099
1714991276.6151128,56,0.9104287624359131
1714991414.4801762,57,0.9126163721084595
1714991552.744394,58,0.9083146452903748
1714991688.514165,59,0.915454089641571
1714991819.5416687,60,0.9128612279891968
1714991954.700883,61,0.9023539423942566
1714992081.6882522,62,0.8860252499580383
1714992208.5074632,63,0.9003104567527771
1714992337.3601274,64,0.9132686853408813
1714992466.5342712,65,0.9109150767326355
1714992595.3355296,66,0.9129661321640015
1714992723.3578165,67,0.8998973369598389
1714992850.789175,68,0.9266269207000732
1714992978.7647772,69,0.9241982102394104
1714993110.427197,70,0.9161267876625061
1714993236.6344044,71,0.9188430309295654
1714993365.1280246,72,0.922991931438446
1714993494.2018461,73,0.9281195402145386
1714993621.655001,74,0.9338263273239136
1714993749.1210487,75,0.9293861389160156
1714993876.361724,76,0.9301762580871582
1714994002.9522123,77,0.9315119385719299
1714994130.088661,78,0.9352068901062012
1714994256.9571621,79,0.9336357712745667
1714994382.924264,80,0.9389690160751343
1714994509.0994468,81,0.9346311688423157
1714994669.326256,82,0.9423648118972778
1714994718.0422795,83,0.9376330375671387
1714994766.9895341,84,0.9356340169906616
1714994816.2320893,85,0.9417184591293335
1714994865.2009864,86,0.9441264867782593
1714994914.167518,87,0.9467174410820007
1714994963.253065,88,0.9497305750846863
1714995012.3063726,89,0.9512156844139099
1714995061.4593182,90,0.9485854506492615
1714995110.1064248,91,0.9483911395072937
1714995158.8773773,92,0.9503471255302429
1714995207.739715,93,0.9520842432975769
1714995256.4595845,94,0.9475671648979187
1714995305.579541,95,0.9532852172851562
1714995354.3424978,96,0.9510904550552368
1714995403.31835,97,0.9527060985565186
1714995452.632138,98,0.954720139503479
1714995501.8974419,99,0.9564704298973083
1714995551.5871162,100,0.957152247428894
1714995600.725678,101,0.954107403755188
1714995649.4889169,102,0.9480433464050293
1714995698.5669758,103,0.962164044380188
1714995747.7567892,104,0.9612169861793518
1714995797.0884664,105,0.9533316493034363
1714995846.2110217,106,0.9596066474914551
1714995895.281451,107,0.9609181880950928
1714995944.2298298,108,0.9614935517311096
1714995993.3044224,109,0.962059497833252
1714996042.7527058,110,0.9628907442092896
1714996091.628858,111,0.9642415046691895
1714996140.7207136,112,0.9622183442115784
1714996189.913541,113,0.9650968313217163
1714996239.0366404,114,0.966367244720459
1714996288.284881,115,0.9634159207344055
1714996337.4137516,116,0.963936984539032
1714996386.2730892,117,0.9675572514533997
1714996435.2179008,118,0.9658684134483337
1714996484.0194423,119,0.967400312423706
1714996533.3314338,120,0.9631955623626709
1714996582.377499,121,0.961413562297821
1714996631.424859,122,0.9645946025848389
1714996680.3300672,123,0.9688238501548767
1714996729.4006946,124,0.9665166735649109
1714996779.0069416,125,0.9701724052429199
1714996828.0662541,126,0.9709047079086304
1714996892.6439483,127,0.9686853885650635
1714996946.5556147,128,0.969492495059967
1714997022.4759586,129,0.9705274105072021
1714997141.5798957,130,0.9710597991943359
1714997261.0901268,131,0.9682352542877197
1714997371.05464,132,0.9656986594200134
1714997486.7654533,133,0.9698867201805115
1714997597.9315345,134,0.9718928933143616
1714997713.8670387,135,0.970845103263855
1714997827.511681,136,0.9703425168991089
1714997943.683539,137,0.9728885889053345
1714998075.6002624,138,0.9722086787223816
1714998195.0539978,139,0.9726886749267578
1714998377.8737285,140,0.9738413095474243
1714998523.0733314,141,0.9749845266342163
1714998664.636352,142,0.974459707736969
